date,currency,price,volume,market_cap
2024-07-29,Dash,1384.59,98368626,136200682496
2024-07-30,Bitcoin,7035.66,20999551,147745751154
2024-07-30,Ethereum,921.21,89504981,82452505541
2024-07-30,Litecoin,3271.5,16058324,52534764256
2024-07-30,Ripple,2201.67,61914504,136315496510
2024-07-30,Dash,417.41,88359220,36882205875
2024-07-31,Bitcoin,40180.2,51015471,2049811628105
2024-07-31,Ethereum,4835.64,42358337,204829514450
2024-07-31,Litecoin,4920.55,67124080,330287604994
2024-07-31,Ripple,3173.39,17429535,55310761444
2024-07-31,Dash,4409.65,43321479,191032586270
2024-08-01,Bitcoin,8111.75,2248144,18236395107
2024-08-01,Ethereum,2798.82,53212563,148932514407
2024-08-01,Litecoin,3596.8,89135547,320602395533
2024-08-01,Ripple,397.12,73418153,29156182548
2024-08-01,Dash,937.14,85959528,80556196496
2024-08-02,Bitcoin,40953.19,54538582,2233529106998
2024-08-02,Ethereum,3551.24,32120661,114068272259
2024-08-02,Litecoin,2355.89,82342053,193989014743
2024-08-02,Ripple,2296.38,36422028,83638819434
2024-08-02,Dash,2471.11,82996676,205094149645
2024-08-03,Bitcoin,16760.47,18202398,305080719948
2024-08-03,Ethereum,3560.1,82771843,294675947443
2024-08-03,Litecoin,503.28,24747537,12454874399
2024-08-03,Ripple,709.95,35446200,25164878921
2024-08-03,Dash,2251.81,75133807,169187048188
2024-08-04,Bitcoin,32557.41,62471928,2033924437226
2024-08-04,Ethereum,1761.94,84303308,148537327540
2024-08-04,Litecoin,2356.49,97931389,230774212042
2024-08-04,Ripple,3170.75,13500209,42805752245
2024-08-04,Dash,3380.92,33185298,112196842510
2024-08-05,Bitcoin,34316.39,7894474,270909846724
2024-08-05,Ethereum,874.49,85717989,74959497969
2024-08-05,Litecoin,1135.98,83867071,95270902065
2024-08-05,Ripple,1396.45,64645309,90274104448
2024-08-05,Dash,3470.78,51752821,179622833224
2024-08-06,Bitcoin,15265.6,22051793,336633928055
2024-08-06,Ethereum,166.04,31090694,5162406169
2024-08-06,Litecoin,3265.85,93892177,306637638308
2024-08-06,Ripple,4356.04,76840413,334719550257
2024-08-06,Dash,3942.26,66833505,263474912919
2024-08-07,Bitcoin,13014.42,90812308,1181869231907
2024-08-07,Ethereum,3353.69,56483622,189428813234
2024-08-07,Litecoin,555.04,45258499,25120107345
2024-08-07,Ripple,2301.85,86591797,199320923480
2024-08-07,Dash,2733.29,38659654,105667908855
2024-08-08,Bitcoin,48840.02,11961339,584192008249
2024-08-08,Ethereum,2112.8,5160443,10902983052
2024-08-08,Litecoin,3699.55,91889579,339949779569
2024-08-08,Ripple,1400.26,85975826,120388393538
2024-08-08,Dash,1461.16,91166246,133208648005
2024-08-09,Bitcoin,37698.12,80685771,3041701856500
2024-08-09,Ethereum,90.13,96318225,8681255787
2024-08-09,Litecoin,3633.38,31170358,113253828442
2024-08-09,Ripple,4146.99,28870599,119726094977
2024-08-09,Dash,4363.78,12145459,53000132900
2024-08-10,Bitcoin,35184.33,54529149,1918571498093
2024-08-10,Ethereum,482.76,24947489,12043717085
2024-08-10,Litecoin,62.12,47408029,2944936530
2024-08-10,Ripple,1506.4,60237391,90741375449
2024-08-10,Dash,1486.26,30691992,45616259057
2024-08-11,Bitcoin,37159.69,5766141,214267977935
2024-08-11,Ethereum,4514.48,85374124,385420173453
2024-08-11,Litecoin,3339.06,59728935,199438298224
2024-08-11,Ripple,4461.52,19347688,86320159037
2024-08-11,Dash,394.94,24711507,9759510957
2024-08-12,Bitcoin,39728.93,4432356,176092797230
2024-08-12,Ethereum,2914.08,99548314,290091342489
2024-08-12,Litecoin,4278.49,52623123,225147764277
2024-08-12,Ripple,318.3,83305978,26516141352
2024-08-12,Dash,2994.93,12378367,37072374524
2024-08-13,Bitcoin,4692.95,91053055,427307877148
2024-08-13,Ethereum,3346.03,83099393,278053427597
2024-08-13,Litecoin,4394.91,57605463,253170629091
2024-08-13,Ripple,2587.28,43612314,112837267404
2024-08-13,Dash,1584.8,44025000,69770874978
2024-08-14,Bitcoin,38694.01,60590420,2344486025830
2024-08-14,Ethereum,4462.63,44894621,200347958584
2024-08-14,Litecoin,3035.49,63499448,192751759895
2024-08-14,Ripple,2958.53,70560744,208755839616
2024-08-14,Dash,1187.24,51724014,61409004484
2024-08-15,Bitcoin,5211.33,39066621,203589045273
2024-08-15,Ethereum,2438.39,65570202,159885499625
2024-08-15,Litecoin,4752.66,60464456,287367012183
2024-08-15,Ripple,3718.0,51120340,190065179432
2024-08-15,Dash,3170.56,8022289,25435123771
2024-08-16,Bitcoin,12719.65,36823456,468381607674
2024-08-16,Ethereum,2362.52,5519226,13039278730
2024-08-16,Litecoin,700.21,28404616,19889096667
2024-08-16,Ripple,4857.67,33803354,164205412153
2024-08-16,Dash,2410.26,20413674,49202201361
2024-08-17,Bitcoin,30539.04,28787638,879146909923
2024-08-17,Ethereum,1035.04,52140690,53967814342
2024-08-17,Litecoin,27.63,1758739,48591231
2024-08-17,Ripple,1095.42,4635415,5077736090
2024-08-17,Dash,540.22,34547204,18663020501
2024-08-18,Bitcoin,40129.3,57632816,2312764765230
2024-08-18,Ethereum,2563.39,30055393,77043615882
2024-08-18,Litecoin,4658.78,40304489,187769563125
2024-08-18,Ripple,435.56,62089585,27043436979
2024-08-18,Dash,569.28,35177091,20025634970
2024-08-19,Bitcoin,25370.65,87548030,2221150092748
2024-08-19,Ethereum,2467.78,70523618,174037023776
2024-08-19,Litecoin,4964.08,14017423,69583677392
2024-08-19,Ripple,1373.73,40063031,55035794428
2024-08-19,Dash,2109.2,41691086,87934785756
2024-08-20,Bitcoin,45380.56,71689232,3253297439756
2024-08-20,Ethereum,3039.57,31627899,96135063886
2024-08-20,Litecoin,4118.97,95550991,393571620148
2024-08-20,Ripple,4106.01,1154945,4742216603
2024-08-20,Dash,3182.04,6062403,19290827552
2024-08-21,Bitcoin,12880.44,6892945,88784136103
2024-08-21,Ethereum,3019.02,68972401,208228844547
2024-08-21,Litecoin,572.53,39000049,22328571216
2024-08-21,Ripple,2281.24,37536249,85629077451
2024-08-21,Dash,605.21,42475831,25706920995
2024-08-22,Bitcoin,37558.93,8029759,301589126365
2024-08-22,Ethereum,400.99,36122358,14484778429
2024-08-22,Litecoin,4708.63,67188692,316366985590
2024-08-22,Ripple,3393.38,36830079,124978524372
2024-08-22,Dash,2968.34,2002987,5945556275
2024-08-23,Bitcoin,31804.84,91415408,2907452301087
2024-08-23,Ethereum,3062.91,87496161,267992523131
2024-08-23,Litecoin,3619.89,12935283,46824339644
2024-08-23,Ripple,4512.28,7577941,34193761665
2024-08-23,Dash,2669.88,15071575,40239357117
2024-08-24,Bitcoin,585.43,42781392,25045483045
2024-08-24,Ethereum,1475.27,49114049,72456681036
2024-08-24,Litecoin,2886.04,5330168,15383087647
2024-08-24,Ripple,615.1,56305597,34633807960
2024-08-24,Dash,1715.9,73188175,125583769189
2024-08-25,Bitcoin,32614.62,84714832,2762941814792
2024-08-25,Ethereum,3462.49,43563177,150837276324
2024-08-25,Litecoin,3364.87,28262736,95100315059
2024-08-25,Ripple,1531.64,79109531,121167073601
2024-08-25,Dash,2232.15,80039654,178660748353
2024-08-26,Bitcoin,41121.14,85898671,3532250987926
2024-08-26,Ethereum,4583.18,43667537,200136378641
2024-08-26,Litecoin,1594.4,58637676,93492039767
2024-08-26,Ripple,1855.92,60506343,112295233726
2024-08-26,Dash,3527.96,69152097,243965745415
2024-08-27,Bitcoin,18727.71,17519160,328093692943
2024-08-27,Ethereum,2152.7,15116820,32542033998
2024-08-27,Litecoin,4450.5,35241869,156843801153
2024-08-27,Ripple,772.38,3519328,2718270318
2024-08-27,Dash,3229.15,64053329,206837638930
2024-08-28,Bitcoin,17030.27,8099477,137936314673
2024-08-28,Ethereum,2048.2,31810532,65154443371
2024-08-28,Litecoin,3385.64,60972146,206429460163
2024-08-28,Ripple,1823.03,22571363,41148320897
2024-08-28,Dash,4940.18,45946160,226982350366
2024-08-29,Bitcoin,34413.74,14914744,513272159136
2024-08-29,Ethereum,2428.0,3726135,9047056202
2024-08-29,Litecoin,2527.33,96437723,243729473298
2024-08-29,Ripple,1921.1,4860605,9337685134
2024-08-29,Dash,154.88,39410689,6103764350
2024-08-30,Bitcoin,8001.33,3311858,26499267780
2024-08-30,Ethereum,3781.09,46393778,175419163192
2024-08-30,Litecoin,1446.29,90108235,130323084089
2024-08-30,Ripple,580.78,95635964,55543760013
2024-08-30,Dash,1569.9,88951964,139645882415
2024-08-31,Bitcoin,30147.18,82844029,2497514134977
2024-08-31,Ethereum,4920.07,29552138,145398512902
2024-08-31,Litecoin,4805.68,39558708,190106541877
2024-08-31,Ripple,1927.62,34698323,66885215744
2024-08-31,Dash,2707.08,16260359,44018156735
2024-09-01,Bitcoin,27685.62,54628776,1512431484998
2024-09-01,Ethereum,3809.53,83531346,318215409383
2024-09-01,Litecoin,2202.26,30930992,68118169493
2024-09-01,Ripple,1296.75,20267760,26282188239
2024-09-01,Dash,288.33,34902350,10063469457
2024-09-02,Bitcoin,13512.46,96675321,1306321176929
2024-09-02,Ethereum,2788.59,35380427,98661446538
2024-09-02,Litecoin,2902.38,14780473,42898549865
2024-09-02,Ripple,2220.27,62997198,139871061916
2024-09-02,Dash,2444.54,40776101,99678821562
2024-09-03,Bitcoin,49692.42,88151161,4380444543699
2024-09-03,Ethereum,3117.07,57368359,178821043753
2024-09-03,Litecoin,3103.34,20929899,64952598724
2024-09-03,Ripple,1975.75,4906494,9694001126
2024-09-03,Dash,2377.78,54759434,130206030701
2024-09-04,Bitcoin,11387.56,96438856,1098203646211
2024-09-04,Ethereum,4547.28,72492180,329642394583
2024-09-04,Litecoin,2666.98,87126947,232365807615
2024-09-04,Ripple,653.35,79260470,51784721141
2024-09-04,Dash,624.19,79626856,49702413420
2024-09-05,Bitcoin,13788.45,87831968,1211066765973
2024-09-05,Ethereum,4720.22,15730801,74252779458
2024-09-05,Litecoin,2313.43,98117750,226988719864
2024-09-05,Ripple,2417.09,86491205,209056925633
2024-09-05,Dash,2943.7,38157661,112324658170
2024-09-06,Bitcoin,14289.25,21119086,301775882937
2024-09-06,Ethereum,3809.01,39267510,149570526517
2024-09-06,Litecoin,2556.43,49740223,127157207221
2024-09-06,Ripple,2886.44,86692137,250231429309
2024-09-06,Dash,4903.7,41350837,202772041602
2024-09-07,Bitcoin,41375.96,76688252,3173050290770
2024-09-07,Ethereum,2867.69,95648667,274290478226
2024-09-07,Litecoin,1002.45,11817157,11846138755
2024-09-07,Ripple,4269.82,44475832,189903993745
2024-09-07,Dash,4234.86,89415930,378663908573
2024-09-08,Bitcoin,3122.97,88463012,276267635023
2024-09-08,Ethereum,2241.65,51532816,115518560838
2024-09-08,Litecoin,3133.0,92711878,290466304360
2024-09-08,Ripple,95.68,48207503,4612424529
2024-09-08,Dash,3438.64,72547989,249466520714
2024-09-09,Bitcoin,34626.65,14309078,495475462447
2024-09-09,Ethereum,1497.05,36512837,54661469714
2024-09-09,Litecoin,4022.21,28597227,115023927916
2024-09-09,Ripple,1053.6,95787354,100921915144
2024-09-09,Dash,44.42,99784265,4431971925
2024-09-10,Bitcoin,33841.1,83018461,2809435801140
2024-09-10,Ethereum,1473.17,2417212,3560958927
2024-09-10,Litecoin,3689.37,83580315,308359025226
2024-09-10,Ripple,3702.41,15142178,56062501589
2024-09-10,Dash,3767.16,77123355,290536348837
2024-09-11,Bitcoin,32927.06,76845477,2530295637904
2024-09-11,Ethereum,4229.62,61746807,261165692060
2024-09-11,Litecoin,443.11,49275153,21834545171
2024-09-11,Ripple,388.34,41346760,16056555673
2024-09-11,Dash,2035.59,7534975,15338131958
2024-09-12,Bitcoin,17441.09,11988812,209097967031
2024-09-12,Ethereum,4041.2,94821115,383190635576
2024-09-12,Litecoin,361.68,95556406,34560376789
2024-09-12,Ripple,2612.93,30657002,80104623199
2024-09-12,Dash,384.4,50561803,19436092916
2024-09-13,Bitcoin,39725.8,71001561,2820593663760
2024-09-13,Ethereum,251.23,8217282,2064386881
2024-09-13,Litecoin,2014.43,30233759,60903673832
2024-09-13,Ripple,1162.0,28819445,33488148767
2024-09-13,Dash,4017.43,92993577,373595500513
2024-09-14,Bitcoin,20255.19,90704989,1837247172841
2024-09-14,Ethereum,1607.55,48167262,77431105973
2024-09-14,Litecoin,1130.22,64407128,72794378093
2024-09-14,Ripple,4894.91,60745817,297345163618
2024-09-14,Dash,1789.13,65133927,116533365254
2024-09-15,Bitcoin,6146.12,88977249,546864994434
2024-09-15,Ethereum,2515.47,45485624,114417698544
2024-09-15,Litecoin,2929.37,62853602,184121165404
2024-09-15,Ripple,358.97,68579105,24617968401
2024-09-15,Dash,1209.73,71681311,86715333558
2024-09-16,Bitcoin,41126.76,80591892,3314483206175
2024-09-16,Ethereum,2762.55,52496819,145025066580
2024-09-16,Litecoin,714.47,77759269,55556316412
2024-09-16,Ripple,1357.12,50172847,68090561953
2024-09-16,Dash,1421.44,14249008,20254138870
2024-09-17,Bitcoin,31477.92,6378871,200793617162
2024-09-17,Ethereum,3743.25,32441093,121435162736
2024-09-17,Litecoin,0.77,51601785,39911481
2024-09-17,Ripple,234.35,28340786,6641800916
2024-09-17,Dash,3534.91,7206273,25473537403
2024-09-18,Bitcoin,41966.94,1378172,57837676979
2024-09-18,Ethereum,1234.19,74349502,91761758067
2024-09-18,Litecoin,1581.42,11087346,17533741634
2024-09-18,Ripple,1801.23,27768935,50018338576
2024-09-18,Dash,4213.58,32021444,134924762905
2024-09-19,Bitcoin,39446.64,89295342,3522401642106
2024-09-19,Ethereum,2169.14,91084371,197575091517
2024-09-19,Litecoin,1886.65,96443763,181955870678
2024-09-19,Ripple,446.54,69014907,30817826587
2024-09-19,Dash,2469.12,39377232,97227142758
2024-09-20,Bitcoin,31635.63,70681852,2236064966949
2024-09-20,Ethereum,21.92,17528356,384149902
2024-09-20,Litecoin,3565.26,66972156,238773078285
2024-09-20,Ripple,4830.24,76342741,368753832726
2024-09-20,Dash,4753.87,70551510,335392596638
2024-09-21,Bitcoin,14902.68,11431127,170354439398
2024-09-21,Ethereum,3909.14,64770773,253198092748
2024-09-21,Litecoin,241.03,36644996,8832369109
2024-09-21,Ripple,4784.0,50539713,241782160732
2024-09-21,Dash,2163.7,46312261,100205950415
2024-09-22,Bitcoin,10444.22,37502010,391679066191
2024-09-22,Ethereum,1849.13,6183147,11433438273
2024-09-22,Litecoin,3837.86,42233939,162088002733
2024-09-22,Ripple,4110.92,85184452,350186230726
2024-09-22,Dash,1060.05,66077995,70045917136
2024-09-23,Bitcoin,23614.14,88135517,2081244701332
2024-09-23,Ethereum,1078.78,68103507,73468825171
2024-09-23,Litecoin,3038.8,30234846,91877645918
2024-09-23,Ripple,683.09,65512336,44750878015
2024-09-23,Dash,3693.01,32247107,119088999379
2024-09-24,Bitcoin,32241.67,40117960,1293469850880
2024-09-24,Ethereum,3566.06,20722312,73897072846
2024-09-24,Litecoin,4451.09,29453550,131100284033
2024-09-24,Ripple,1838.99,6751103,12415232711
2024-09-24,Dash,557.65,52070328,29037013948
2024-09-25,Bitcoin,13379.71,83712542,1120049295305
2024-09-25,Ethereum,73.57,38530311,2834500576
2024-09-25,Litecoin,1686.79,2913435,4914365453
2024-09-25,Ripple,621.93,41950625,26090333557
2024-09-25,Dash,2464.37,41024685,101100152076
2024-09-26,Bitcoin,26546.93,59918036,1590639952078
2024-09-26,Ethereum,49.72,46945421,2334037748
2024-09-26,Litecoin,4817.5,52384196,252360855322
2024-09-26,Ripple,3387.74,31874522,107982707144
2024-09-26,Dash,3869.98,77519227,299997817558
2024-09-27,Bitcoin,26064.85,97625369,2544590610977
2024-09-27,Ethereum,627.84,2677819,1681237804
2024-09-27,Litecoin,3850.81,80908398,311563195979
2024-09-27,Ripple,601.12,27292700,16406300681
2024-09-27,Dash,87.86,30037552,2639101210
2024-09-28,Bitcoin,38657.12,52278092,2020920296074
2024-09-28,Ethereum,1740.54,37802190,65796343438
2024-09-28,Litecoin,6.87,30680252,210711764
2024-09-28,Ripple,3232.33,97445250,314975113359
2024-09-28,Dash,4235.32,3335901,14128608435
2024-09-29,Bitcoin,44928.04,78536643,3528497464083
2024-09-29,Ethereum,3901.9,46341580,180820331126
2024-09-29,Litecoin,1990.09,30988657,61670113346
2024-09-29,Ripple,328.57,23595301,7752654372
2024-09-29,Dash,1233.09,48923630,60327410738
2024-09-30,Bitcoin,37372.25,47907173,1790398635084
2024-09-30,Ethereum,289.32,95821190,27722647837
2024-09-30,Litecoin,4713.63,78733765,371121624874
2024-09-30,Ripple,4956.64,54903751,272138148686
2024-09-30,Dash,4813.85,8484899,40844992754
2024-10-01,Bitcoin,18284.1,23312746,426252590293
2024-10-01,Ethereum,979.25,14939492,14629435295
2024-10-01,Litecoin,3112.11,78350864,243836190458
2024-10-01,Ripple,2891.53,15549308,44961356080
2024-10-01,Dash,4055.64,63959516,259396626786
2024-10-02,Bitcoin,19408.35,67738899,1314700027637
2024-10-02,Ethereum,1299.6,35174029,45712129131
2024-10-02,Litecoin,4587.44,29759946,136521891581
2024-10-02,Ripple,2349.99,89123973,209440831348
2024-10-02,Dash,3538.64,7158119,25329978818
2024-10-03,Bitcoin,7365.24,1776317,13083000134
2024-10-03,Ethereum,3154.65,45319669,142967506505
2024-10-03,Litecoin,671.46,95835478,64349769306
2024-10-03,Ripple,2648.35,24947436,66069434013
2024-10-03,Dash,2503.07,68282413,170915508825
2024-10-04,Bitcoin,3812.05,28195678,107483425471
2024-10-04,Ethereum,4034.85,46506822,187647900651
2024-10-04,Litecoin,2732.93,43848784,119835704003
2024-10-04,Ripple,219.6,17409228,3822985094
2024-10-04,Dash,2227.76,21709361,48363325242
2024-10-05,Bitcoin,2499.05,84521317,211222695290
2024-10-05,Ethereum,4905.96,79521145,390127914155
2024-10-05,Litecoin,4268.94,24955736,106534520004
2024-10-05,Ripple,4803.14,20495645,98443426791
2024-10-05,Dash,4757.15,99487110,473275494703
2024-10-06,Bitcoin,35586.17,98133229,3492185698918
2024-10-06,Ethereum,2847.74,26694637,76019436135
2024-10-06,Litecoin,2185.04,59762533,130583268976
2024-10-06,Ripple,365.5,62611983,22884711288
2024-10-06,Dash,4905.89,19820657,97237985711
2024-10-07,Bitcoin,39629.78,90881981,3601632583419
2024-10-07,Ethereum,4718.51,96053425,453229390834
2024-10-07,Litecoin,2607.35,97753483,254877157260
2024-10-07,Ripple,3786.58,17005472,64392501029
2024-10-07,Dash,2384.55,72114786,171961518793
2024-10-08,Bitcoin,12367.09,64420903,796699175489
2024-10-08,Ethereum,3333.04,17107275,57019157697
2024-10-08,Litecoin,2825.47,77391064,218666134287
2024-10-08,Ripple,2494.53,2198209,5483493757
2024-10-08,Dash,45.29,36345905,1646158434
2024-10-09,Bitcoin,46309.71,23639001,1094715308333
2024-10-09,Ethereum,3171.86,22985511,72906708807
2024-10-09,Litecoin,1608.42,84956167,136645009426
2024-10-09,Ripple,3644.33,10444528,38063353556
2024-10-09,Dash,2143.57,3887807,8333774845
2024-10-10,Bitcoin,24044.56,66580967,1600910009172
2024-10-10,Ethereum,592.6,29599609,17540765789
2024-10-10,Litecoin,1989.24,92033571,183077169399
2024-10-10,Ripple,4966.28,5446219,27047423374
2024-10-10,Dash,3805.06,37800683,143833998167
2024-10-11,Bitcoin,19622.97,75672232,1484913950428
2024-10-11,Ethereum,4592.14,95141931,436905096623
2024-10-11,Litecoin,2885.66,36354995,104907980358
2024-10-11,Ripple,3937.77,25849137,101787870016
2024-10-11,Dash,2820.41,36499268,102943035977
2024-10-12,Bitcoin,32831.59,24799492,814206716866
2024-10-12,Ethereum,958.05,91905670,88049819543
2024-10-12,Litecoin,509.11,51089833,26010254605
2024-10-12,Ripple,1104.34,4854066,5360548535
2024-10-12,Dash,180.19,18346955,3305946883
2024-10-13,Bitcoin,43338.53,28965396,1255317698864
2024-10-13,Ethereum,4752.3,58580607,278392665946
2024-10-13,Litecoin,2183.13,58428795,127557495933
2024-10-13,Ripple,2583.54,76118849,196656110969
2024-10-13,Dash,1412.55,35951989,50784056524
2024-10-14,Bitcoin,44704.73,94699195,4233501529261
2024-10-14,Ethereum,4462.8,42525351,189782218252
2024-10-14,Litecoin,3901.85,48157238,187902292402
2024-10-14,Ripple,2487.75,21263331,52897840701
2024-10-14,Dash,2955.69,19427454,57421577841
2024-10-15,Bitcoin,16578.3,85647990,1419898225860
2024-10-15,Ethereum,1035.46,8044670,8329920872
2024-10-15,Litecoin,345.13,94137668,32489833197
2024-10-15,Ripple,2534.65,41531795,105268626680
2024-10-15,Dash,4054.41,83746767,339543881221
2024-10-16,Bitcoin,16609.62,69668188,1157162014704
2024-10-16,Ethereum,3855.64,65810418,253741080452
2024-10-16,Litecoin,758.06,87712425,66491299913
2024-10-16,Ripple,2695.52,28964770,78075084211
2024-10-16,Dash,2126.2,4719538,10034674058
2024-10-17,Bitcoin,6393.43,76789128,490945707261
2024-10-17,Ethereum,0.16,42240017,6681214
2024-10-17,Litecoin,2612.6,6408808,16743642060
2024-10-17,Ripple,4865.39,23386408,113784076633
2024-10-17,Dash,1521.06,31090309,47290323786
2024-10-18,Bitcoin,11520.91,1145908,13201907463
2024-10-18,Ethereum,3646.75,96717704,352705389009
2024-10-18,Litecoin,1121.54,66641672,74741633149
2024-10-18,Ripple,3709.51,84994113,315286293225
2024-10-18,Dash,2113.2,30990160,65488520740
2024-10-19,Bitcoin,16264.82,71549512,1163740231868
2024-10-19,Ethereum,4083.92,18979783,77511832130
2024-10-19,Litecoin,1854.77,90292079,167470854856
2024-10-19,Ripple,4033.49,98500982,397302422892
2024-10-19,Dash,3771.27,39926325,150572786560
2024-10-20,Bitcoin,29531.93,66440411,1962113746991
2024-10-20,Ethereum,392.37,54905199,21543220776
2024-10-20,Litecoin,3546.63,17564809,62295935272
2024-10-20,Ripple,3903.18,58793505,229481664708
2024-10-20,Dash,4761.11,5199808,24756874865
2024-10-21,Bitcoin,13266.38,60553834,803330193874
2024-10-21,Ethereum,1482.87,71727992,106363281046
2024-10-21,Litecoin,3795.05,11149080,42311323443
2024-10-21,Ripple,2569.32,51380165,132012133617
2024-10-21,Dash,1846.47,93359561,172385342061
2024-10-22,Bitcoin,41375.33,70023729,2897255114394
2024-10-22,Ethereum,3571.66,46709898,166831956695
2024-10-22,Litecoin,4604.98,69764947,321266222312
2024-10-22,Ripple,3644.93,86307399,314584637584
2024-10-22,Dash,1370.43,80900019,110867857350
2024-10-23,Bitcoin,9762.11,35188853,343517478367
2024-10-23,Ethereum,1678.12,97874021,164244226515
2024-10-23,Litecoin,4282.7,70415816,301569849202
2024-10-23,Ripple,3635.31,56645207,205922948617
2024-10-23,Dash,4735.46,50129617,237386725064
2024-10-24,Bitcoin,19025.95,17140498,326114220851
2024-10-24,Ethereum,3931.05,73709949,289757469618
2024-10-24,Litecoin,1921.84,3494148,6715182027
2024-10-24,Ripple,4195.0,2130380,8936951453
2024-10-24,Dash,3518.53,97055454,341492383231
2024-10-25,Bitcoin,21883.12,24262367,530936354699
2024-10-25,Ethereum,3524.38,81895686,288631891734
2024-10-25,Litecoin,2732.2,96736492,264303147857
2024-10-25,Ripple,258.44,50974764,13173838620
2024-10-25,Dash,3592.3,86401407,310379590885
2024-10-26,Bitcoin,8962.86,80200345,718824675571
2024-10-26,Ethereum,2763.58,40258815,111258458966
2024-10-26,Litecoin,658.66,86664280,57082465601
2024-10-26,Ripple,786.45,31668998,24906093456
2024-10-26,Dash,1450.3,87269989,126567548249
2024-10-27,Bitcoin,33635.18,79871458,2686491072419
2024-10-27,Ethereum,1252.41,62862536,78729948098
2024-10-27,Litecoin,2858.77,83450207,238565177876
2024-10-27,Ripple,4530.44,2203520,9982927196
2024-10-27,Dash,3370.13,6131744,20664788236
2024-10-28,Bitcoin,27442.98,29475640,808899355714
2024-10-28,Ethereum,1533.95,35942892,55134682326
2024-10-28,Litecoin,3106.5,34070947,105841399569
2024-10-28,Ripple,3663.52,41048211,150381023993
2024-10-28,Dash,341.86,78592224,26867472308
2024-10-29,Bitcoin,14287.99,43843921,626441403090
2024-10-29,Ethereum,3427.25,33913160,116228905657
2024-10-29,Litecoin,283.02,38018184,10760006028
2024-10-29,Ripple,4722.25,64531705,304734746684
2024-10-29,Dash,3357.43,63595933,213518804712
2024-10-30,Bitcoin,9949.69,42415053,422016498991
2024-10-30,Ethereum,3754.72,11035917,41436820760
2024-10-30,Litecoin,1389.34,28355592,39395447102
2024-10-30,Ripple,2160.15,98056505,211816900856
2024-10-30,Dash,337.61,52351398,17674145342
2024-10-31,Bitcoin,8968.32,97096978,870796397247
2024-10-31,Ethereum,566.61,40956499,23206206121
2024-10-31,Litecoin,3689.45,70750888,261031945464
2024-10-31,Ripple,2113.7,35305893,74626097431
2024-10-31,Dash,1988.12,27163350,54004057406
2024-11-01,Bitcoin,10266.73,48820930,501231131602
2024-11-01,Ethereum,1342.74,29458705,39555438082
2024-11-01,Litecoin,3283.81,96885196,318153024664
2024-11-01,Ripple,3018.23,8620967,26020024356
2024-11-01,Dash,378.01,95190899,35983160313
2024-11-02,Bitcoin,14864.61,10114632,150350052196
2024-11-02,Ethereum,2995.26,62741229,187926483914
2024-11-02,Litecoin,3242.56,27472801,89082184224
2024-11-02,Ripple,75.65,96536522,7303172242
2024-11-02,Dash,1254.54,67926603,85216649374
2024-11-03,Bitcoin,35331.52,61390734,2169028130207
2024-11-03,Ethereum,1564.61,27838529,43556320797
2024-11-03,Litecoin,2988.38,86743468,259222586927
2024-11-03,Ripple,4733.67,11484675,54364705393
2024-11-03,Dash,774.23,94528890,73186873462
2024-11-04,Bitcoin,36826.79,88416389,3256091579904
2024-11-04,Ethereum,1013.24,59171001,59954597331
2024-11-04,Litecoin,3505.73,68331077,239550159020
2024-11-04,Ripple,2040.82,2524094,5151216124
2024-11-04,Dash,2914.67,26057052,75947760747
2024-11-05,Bitcoin,22512.77,95800520,2156734823333
2024-11-05,Ethereum,1995.24,84140359,167879931058
2024-11-05,Litecoin,942.78,67573589,63707310623
2024-11-05,Ripple,4885.04,11087417,54162443006
2024-11-05,Dash,41.7,43924696,1831610609
2024-11-06,Bitcoin,4631.36,75090051,347769424022
2024-11-06,Ethereum,4572.75,43968076,201055102865
2024-11-06,Litecoin,1293.63,44005929,56927492348
2024-11-06,Ripple,3617.27,1896362,6859647185
2024-11-06,Dash,2947.31,61715877,181895882704
2024-11-07,Bitcoin,31884.45,24960186,795841764353
2024-11-07,Ethereum,3570.29,10047757,35873429086
2024-11-07,Litecoin,996.43,87869535,87555994618
2024-11-07,Ripple,3693.64,2360810,8719986125
2024-11-07,Dash,1241.96,22226242,27604024699
2024-11-08,Bitcoin,13540.39,25508417,345393900637
2024-11-08,Ethereum,312.73,46435111,14521430630
2024-11-08,Litecoin,3663.69,61066441,223728758709
2024-11-08,Ripple,3364.39,9033769,30393130531
2024-11-08,Dash,4757.46,84010692,399677370359
2024-11-09,Bitcoin,40254.54,82475397,3320008777353
2024-11-09,Ethereum,4663.56,54881143,255941461510
2024-11-09,Litecoin,1001.49,62061577,62154052722
2024-11-09,Ripple,3714.43,74053822,275067973341
2024-11-09,Dash,2607.29,7777413,20277994844
2024-11-10,Bitcoin,18555.71,92155894,1710018030779
2024-11-10,Ethereum,2922.29,54294862,158665121853
2024-11-10,Litecoin,1344.34,37476443,50381107209
2024-11-10,Ripple,4476.74,66979842,299851397584
2024-11-10,Dash,3936.96,45980197,181022030167
2024-11-11,Bitcoin,31512.4,25589977,806401547075
2024-11-11,Ethereum,3527.33,43332532,152848296457
2024-11-11,Litecoin,2212.78,65282910,144456934592
2024-11-11,Ripple,4681.41,7336628,34345761336
2024-11-11,Dash,4123.73,29945928,123489032558
2024-11-12,Bitcoin,22196.03,3169420,70348526104
